ホール名,日付,台番号,機種名,差枚数,ゲーム数,出率
マルハン蒲田駅東店,2025/05/08,2172,スマスロモンキーターンV,17800,10248,157.9%
マルハン蒲田駅東店,2025/05/08,2042,Lパチスロからくりサーカス,15400,5061,201.4%
マルハン蒲田駅東店,2025/05/08,2036,Lパチスロからくりサーカス,11300,5577,167.5%
マルハン蒲田駅東店,2025/05/08,2147,スマスロモンキーターンV,9700,8834,136.6%
マルハン蒲田駅東店,2025/05/08,2150,スマスロモンキーターンV,8100,6562,141.1%
マルハン蒲田駅東店,2025/05/08,2178,L ToLOVEるダークネス,8000,4288,162.2%
マルハン蒲田駅東店,2025/05/08,2035,Lパチスロからくりサーカス,7600,4703,153.9%
マルハン蒲田駅東店,2025/05/08,2264,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,7400,7065,134.9%
マルハン蒲田駅東店,2025/05/08,2261,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,7000,7383,131.6%
マルハン蒲田駅東店,2025/05/08,2081,Lパチスロ かぐや様は告らせたい,6700,5437,141.1%
マルハン蒲田駅東店,2025/05/08,2321,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,6600,7757,128.4%
マルハン蒲田駅東店,2025/05/08,2171,スマスロモンキーターンV,6500,8721,124.8%
マルハン蒲田駅東店,2025/05/08,2063,Lスマスロ北斗の拳,6100,3622,156.1%
マルハン蒲田駅東店,2025/05/08,2025,Lパチスロからくりサーカス,5800,3731,151.8%
マルハン蒲田駅東店,2025/05/08,2118,スーパービンゴネオ,5600,939,298.8%
マルハン蒲田駅東店,2025/05/08,2085,Lパチスロ かぐや様は告らせたい,5400,2756,165.3%
マルハン蒲田駅東店,2025/05/08,2361,パチスロ炎炎ノ消防隊,5200,6191,128%
マルハン蒲田駅東店,2025/05/08,2340,Lパチスロ 機動戦士ガンダムSEED,5100,5897,128.8%
マルハン蒲田駅東店,2025/05/08,2090,Lパチスロ かぐや様は告らせたい,5000,7353,122.7%
マルハン蒲田駅東店,2025/05/08,2332,Lパチスロ 機動戦士ガンダムSEED,5000,5402,130.9%
マルハン蒲田駅東店,2025/05/08,2007,スマスロ モンスターハンターライズ,4900,4339,137.6%
マルハン蒲田駅東店,2025/05/08,2378,吉宗,4800,6714,123.8%
マルハン蒲田駅東店,2025/05/08,2220,L東京喰種,4800,6330,125.3%
マルハン蒲田駅東店,2025/05/08,2179,L ToLOVEるダークネス,4500,2472,160.7%
マルハン蒲田駅東店,2025/05/08,2055,スマスロ スーパーブラックジャック,3700,4280,128.8%
マルハン蒲田駅東店,2025/05/08,2260,チバリヨ2プラス,3700,3899,131.6%
マルハン蒲田駅東店,2025/05/08,2105,Lスマスロ北斗の拳,3500,1304,189.5%
マルハン蒲田駅東店,2025/05/08,2258,チバリヨ2プラス,3500,3909,129.8%
マルハン蒲田駅東店,2025/05/08,2358,Lルパン三世 大航海者の秘宝,3500,6088,119.2%
マルハン蒲田駅東店,2025/05/08,2308,ゴーゴージャグラー３,3200,8926,112%
マルハン蒲田駅東店,2025/05/08,2138,マイジャグラーV,3200,6107,117.5%
マルハン蒲田駅東店,2025/05/08,2163,スマスロモンキーターンV,3100,6676,115.5%
マルハン蒲田駅東店,2025/05/08,2098,Lパチスロ かぐや様は告らせたい,3100,5250,119.7%
マルハン蒲田駅東店,2025/05/08,2317,キングハナハナ-30,3100,7149,114.5%
マルハン蒲田駅東店,2025/05/08,2204,L戦国乙女４　戦乱に閃く炯眼の軍師,3000,1766,156.6%
マルハン蒲田駅東店,2025/05/08,2320,キングハナハナ-30,3000,8833,111.3%
マルハン蒲田駅東店,2025/05/08,2023,Lパチスロからくりサーカス,2900,4980,119.4%
マルハン蒲田駅東店,2025/05/08,2366,パチスロ　甲鉄城のカバネリ,2800,845,210.5%
マルハン蒲田駅東店,2025/05/08,2272,沖ドキ！BLACK,2800,4971,118.8%
マルハン蒲田駅東店,2025/05/08,2239,ミスタージャグラー,2800,8729,110.7%
マルハン蒲田駅東店,2025/05/08,2265,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,2800,7736,112.1%
マルハン蒲田駅東店,2025/05/08,2170,スマスロモンキーターンV,2700,8943,110.1%
マルハン蒲田駅東店,2025/05/08,2255,SアイムジャグラーＥＸ,2700,7469,112%
マルハン蒲田駅東店,2025/05/08,2047,スマスロ ゴッドイーター リザレクション,2700,5199,117.3%
マルハン蒲田駅東店,2025/05/08,2092,Lパチスロ かぐや様は告らせたい,2600,4119,121%
マルハン蒲田駅東店,2025/05/08,2159,ジャグラーガールズSS,2600,6889,112.6%
マルハン蒲田駅東店,2025/05/08,2125,マイジャグラーV,2600,6599,113.1%
マルハン蒲田駅東店,2025/05/08,2195,ファンキージャグラー２ＫＴ,2500,7519,111.1%
マルハン蒲田駅東店,2025/05/08,2205,L戦国乙女４　戦乱に閃く炯眼の軍師,2300,2578,129.7%
マルハン蒲田駅東店,2025/05/08,2254,SアイムジャグラーＥＸ,2300,5849,113.1%
マルハン蒲田駅東店,2025/05/08,2041,Lパチスロからくりサーカス,2300,1856,141.3%
マルハン蒲田駅東店,2025/05/08,2029,Lパチスロからくりサーカス,2000,6315,110.6%
マルハン蒲田駅東店,2025/05/08,2217,L東京喰種,1900,5704,111.1%
マルハン蒲田駅東店,2025/05/08,2367,パチスロ　甲鉄城のカバネリ,1900,1833,134.6%
マルハン蒲田駅東店,2025/05/08,2034,Lパチスロからくりサーカス,1900,4437,114.3%
マルハン蒲田駅東店,2025/05/08,2022,Lパチスロからくりサーカス,1800,2709,122.1%
マルハン蒲田駅東店,2025/05/08,2057,スマスロ スーパーブラックジャック,1700,1409,140.2%
マルハン蒲田駅東店,2025/05/08,2050,スマスロ スーパーブラックジャック,1700,2582,121.9%
マルハン蒲田駅東店,2025/05/08,2183,L戦国乙女４　戦乱に閃く炯眼の軍師,1600,2735,119.5%
マルハン蒲田駅東店,2025/05/08,2187,ファンキージャグラー２ＫＴ,1500,8384,106%
マルハン蒲田駅東店,2025/05/08,2101,Lスマスロ北斗の拳,1500,2679,118.7%
マルハン蒲田駅東店,2025/05/08,2339,Lパチスロ 機動戦士ガンダムSEED,1500,4801,110.4%
マルハン蒲田駅東店,2025/05/08,2094,Lパチスロ かぐや様は告らせたい,1500,4384,111.4%
マルハン蒲田駅東店,2025/05/08,2225,ハッピージャグラーＶＩＩＩ,1500,5460,109.2%
マルハン蒲田駅東店,2025/05/08,2219,L東京喰種,1400,7605,106.1%
マルハン蒲田駅東店,2025/05/08,2315,キングハナハナ-30,1400,4935,109.5%
マルハン蒲田駅東店,2025/05/08,2155,ジャグラーガールズSS,1400,4030,111.6%
マルハン蒲田駅東店,2025/05/08,2276,SアイムジャグラーＥＸ,1400,4755,109.8%
マルハン蒲田駅東店,2025/05/08,2130,マイジャグラーV,1400,6476,107.2%
マルハン蒲田駅東店,2025/05/08,2128,マイジャグラーV,1400,4952,109.4%
マルハン蒲田駅東店,2025/05/08,2149,スマスロモンキーターンV,1300,4234,110.2%
マルハン蒲田駅東店,2025/05/08,2327,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,1300,3353,112.9%
マルハン蒲田駅東店,2025/05/08,2237,ミスタージャグラー,1300,7117,106.1%
マルハン蒲田駅東店,2025/05/08,2059,スマスロ スーパーブラックジャック,1200,2421,116.5%
マルハン蒲田駅東店,2025/05/08,2297,ゴーゴージャグラー３,1200,8896,104.5%
マルハン蒲田駅東店,2025/05/08,2186,L戦国乙女４　戦乱に閃く炯眼の軍師,1200,2754,114.5%
マルハン蒲田駅東店,2025/05/08,2330,スマスロ 七つの魔剣が支配する,1200,2684,114.9%
マルハン蒲田駅東店,2025/05/08,2328,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,1200,2263,117.7%
マルハン蒲田駅東店,2025/05/08,2376,吉宗,1100,7643,104.8%
マルハン蒲田駅東店,2025/05/08,2004,スマスロ モンスターハンターライズ,1100,3507,110.5%
マルハン蒲田駅東店,2025/05/08,2240,ウルトラミラクルジャグラー,1100,6138,106%
マルハン蒲田駅東店,2025/05/08,2248,SアイムジャグラーＥＸ,1100,6120,106%
マルハン蒲田駅東店,2025/05/08,2269,沖ドキ！BLACK,1100,3316,111.1%
マルハン蒲田駅東店,2025/05/08,2362,パチスロ炎炎ノ消防隊,1100,2218,116.5%
マルハン蒲田駅東店,2025/05/08,2236,ミスタージャグラー,1000,8042,104.1%
マルハン蒲田駅東店,2025/05/08,2342,L少女☆歌劇 レヴュースタァライト -The SLOT-,1000,1996,116.7%
マルハン蒲田駅東店,2025/05/08,2311,キングハナハナ-30,1000,7287,104.6%
マルハン蒲田駅東店,2025/05/08,2247,SアイムジャグラーＥＸ,1000,6933,104.8%
マルハン蒲田駅東店,2025/05/08,2347,スマスロ バイオハザード5,1000,2496,113.4%
マルハン蒲田駅東店,2025/05/08,2377,吉宗,1000,6579,105.1%
マルハン蒲田駅東店,2025/05/08,2234,ハッピージャグラーＶＩＩＩ,1000,5595,106%
マルハン蒲田駅東店,2025/05/08,2238,ミスタージャグラー,1000,6283,105.3%
マルハン蒲田駅東店,2025/05/08,2016,スマスロ ゴッドイーター リザレクション,900,2721,111%
マルハン蒲田駅東店,2025/05/08,2284,SアイムジャグラーＥＸ,900,3993,107.5%
マルハン蒲田駅東店,2025/05/08,2309,ゴーゴージャグラー３,900,6075,104.9%
マルハン蒲田駅東店,2025/05/08,2197,ファンキージャグラー２ＫＴ,900,5584,105.4%
マルハン蒲田駅東店,2025/05/08,2060,Lスマスロ北斗の拳,900,6932,104.3%
マルハン蒲田駅東店,2025/05/08,2316,キングハナハナ-30,900,4329,106.9%
マルハン蒲田駅東店,2025/05/08,2024,Lパチスロからくりサーカス,900,2285,113.1%
マルハン蒲田駅東店,2025/05/08,2246,SアイムジャグラーＥＸ,800,3059,108.7%
マルハン蒲田駅東店,2025/05/08,2058,スマスロ スーパーブラックジャック,800,3279,108.1%
マルハン蒲田駅東店,2025/05/08,2253,SアイムジャグラーＥＸ,800,5225,105.1%
マルハン蒲田駅東店,2025/05/08,2072,Lスマスロ北斗の拳,800,2114,112.6%
マルハン蒲田駅東店,2025/05/08,2243,ウルトラミラクルジャグラー,800,5665,104.7%
マルハン蒲田駅東店,2025/05/08,2232,ハッピージャグラーＶＩＩＩ,800,7482,103.6%
マルハン蒲田駅東店,2025/05/08,2331,Lパチスロ 機動戦士ガンダムSEED,800,6729,104%
マルハン蒲田駅東店,2025/05/08,2108,Lスマスロ北斗の拳,800,4450,106%
マルハン蒲田駅東店,2025/05/08,2305,ゴーゴージャグラー３,800,7966,103.3%
マルハン蒲田駅東店,2025/05/08,2184,L戦国乙女４　戦乱に閃く炯眼の軍師,800,1076,124.8%
マルハン蒲田駅東店,2025/05/08,2356,押忍！番長ＺＥＲＯ,700,7081,103.3%
マルハン蒲田駅東店,2025/05/08,2201,ファンキージャグラー２ＫＴ,700,3278,107.1%
マルハン蒲田駅東店,2025/05/08,2278,SアイムジャグラーＥＸ,700,5170,104.5%
マルハン蒲田駅東店,2025/05/08,2290,SアイムジャグラーＥＸ,700,5489,104.3%
マルハン蒲田駅東店,2025/05/08,2139,マイジャグラーV,600,4359,104.6%
マルハン蒲田駅東店,2025/05/08,2129,マイジャグラーV,500,6859,102.4%
マルハン蒲田駅東店,2025/05/08,2282,SアイムジャグラーＥＸ,500,5709,102.9%
マルハン蒲田駅東店,2025/05/08,2353,パチスロハイパーラッシュ,500,3909,104.3%
マルハン蒲田駅東店,2025/05/08,2123,マイジャグラーV,400,7372,101.8%
マルハン蒲田駅東店,2025/05/08,2002,スマスロ モンスターハンターライズ,400,2455,105.4%
マルハン蒲田駅東店,2025/05/08,2355,押忍！番長ＺＥＲＯ,400,4841,102.8%
マルハン蒲田駅東店,2025/05/08,2086,Lパチスロ かぐや様は告らせたい,400,3718,103.6%
マルハン蒲田駅東店,2025/05/08,2193,ファンキージャグラー２ＫＴ,400,4592,102.9%
マルハン蒲田駅東店,2025/05/08,2157,ジャグラーガールズSS,400,4276,103.1%
マルハン蒲田駅東店,2025/05/08,2230,ハッピージャグラーＶＩＩＩ,400,4721,102.8%
マルハン蒲田駅東店,2025/05/08,2053,スマスロ スーパーブラックジャック,400,373,135.7%
マルハン蒲田駅東店,2025/05/08,2182,L ToLOVEるダークネス,400,5156,102.6%
マルハン蒲田駅東店,2025/05/08,2189,ファンキージャグラー２ＫＴ,300,7636,101.3%
マルハン蒲田駅東店,2025/05/08,2069,Lスマスロ北斗の拳,300,4296,102.3%
マルハン蒲田駅東店,2025/05/08,2008,スマスロ モンスターハンターライズ,200,7634,100.9%
マルハン蒲田駅東店,2025/05/08,2312,キングハナハナ-30,200,1425,104.7%
マルハン蒲田駅東店,2025/05/08,2052,スマスロ スーパーブラックジャック,200,864,107.7%
マルハン蒲田駅東店,2025/05/08,2267,沖ドキ!ゴージャス 30Φ,200,5352,101.2%
マルハン蒲田駅東店,2025/05/08,2322,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,200,5481,101.2%
マルハン蒲田駅東店,2025/05/08,2352,新ハナビ,200,4768,101.4%
マルハン蒲田駅東店,2025/05/08,2371,スマスロ聖戦士ダンバイン,200,1704,103.9%
マルハン蒲田駅東店,2025/05/08,2314,キングハナハナ-30,200,2310,102.9%
マルハン蒲田駅東店,2025/05/08,2206,L戦国乙女４　戦乱に閃く炯眼の軍師,200,1828,103.6%
マルハン蒲田駅東店,2025/05/08,2277,SアイムジャグラーＥＸ,100,5274,100.6%
マルハン蒲田駅東店,2025/05/08,2194,ファンキージャグラー２ＫＴ,100,1239,102.7%
マルハン蒲田駅東店,2025/05/08,2121,マイジャグラーV,100,5363,100.6%
マルハン蒲田駅東店,2025/05/08,2227,ハッピージャグラーＶＩＩＩ,100,3972,100.8%
マルハン蒲田駅東店,2025/05/08,2062,Lスマスロ北斗の拳,100,2243,101.5%
マルハン蒲田駅東店,2025/05/08,2360,Lルパン三世 大航海者の秘宝,100,4842,100.7%
マルハン蒲田駅東店,2025/05/08,2061,Lスマスロ北斗の拳,100,1427,102.3%
マルハン蒲田駅東店,2025/05/08,2370,パチスロ　甲鉄城のカバネリ,100,2072,101.6%
マルハン蒲田駅東店,2025/05/08,2357,Lルパン三世 大航海者の秘宝,100,2126,101.6%
マルハン蒲田駅東店,2025/05/08,2213,スマスロ ようこそ実力至上主義の教室へ,0,8603,100%
マルハン蒲田駅東店,2025/05/08,2289,SアイムジャグラーＥＸ,0,2975,100%
マルハン蒲田駅東店,2025/05/08,2346,スマスロ バイオハザード5,0,2076,100%
マルハン蒲田駅東店,2025/05/08,2116,Lパチスロ革命機ヴァルヴレイヴ,0,0,-
マルハン蒲田駅東店,2025/05/08,2071,Lスマスロ北斗の拳,0,3151,100%
マルハン蒲田駅東店,2025/05/08,2145,Lパチスロ革命機ヴァルヴレイヴ,0,1975,100%
マルハン蒲田駅東店,2025/05/08,2196,ファンキージャグラー２ＫＴ,0,780,100%
マルハン蒲田駅東店,2025/05/08,2369,パチスロ　甲鉄城のカバネリ,0,0,-
マルハン蒲田駅東店,2025/05/08,2064,Lスマスロ北斗の拳,0,1142,100%
マルハン蒲田駅東店,2025/05/08,2287,SアイムジャグラーＥＸ,0,1978,100%
マルハン蒲田駅東店,2025/05/08,2364,パチスロ　バイオハザード　ＲＥ：２,0,0,-
マルハン蒲田駅東店,2025/05/08,2103,Lスマスロ北斗の拳,0,1370,100%
マルハン蒲田駅東店,2025/05/08,2114,Lパチスロ革命機ヴァルヴレイヴ,0,28,-
マルハン蒲田駅東店,2025/05/08,2351,パチスロ　ディスクアップ２,0,0,-
マルハン蒲田駅東店,2025/05/08,2365,パチスロ　バイオハザード　ＲＥ：２,0,0,-
マルハン蒲田駅東店,2025/05/08,2216,Lうしおととら 白面決戦,0,175,100%
マルハン蒲田駅東店,2025/05/08,2028,Lパチスロからくりサーカス,-100,94,-
マルハン蒲田駅東店,2025/05/08,2039,Lパチスロからくりサーカス,-100,89,-
マルハン蒲田駅東店,2025/05/08,2020,Lゴジラ,-100,4551,99.3%
マルハン蒲田駅東店,2025/05/08,2067,Lスマスロ北斗の拳,-100,1311,97.5%
マルハン蒲田駅東店,2025/05/08,2137,マイジャグラーV,-100,2389,98.6%
マルハン蒲田駅東店,2025/05/08,2226,ハッピージャグラーＶＩＩＩ,-100,3391,99%
マルハン蒲田駅東店,2025/05/08,2280,SアイムジャグラーＥＸ,-100,6393,99.5%
マルハン蒲田駅東店,2025/05/08,2242,ウルトラミラクルジャグラー,-100,2148,98.4%
マルハン蒲田駅東店,2025/05/08,2273,沖ドキ！BLACK,-100,4645,99.3%
マルハン蒲田駅東店,2025/05/08,2158,ジャグラーガールズSS,-200,3918,98.3%
マルハン蒲田駅東店,2025/05/08,2003,スマスロ モンスターハンターライズ,-200,2361,97.2%
マルハン蒲田駅東店,2025/05/08,2274,沖ドキ！BLACK,-200,7470,99.1%
マルハン蒲田駅東店,2025/05/08,2174,スマスロモンキーターンV,-200,7103,99.1%
マルハン蒲田駅東店,2025/05/08,2283,SアイムジャグラーＥＸ,-200,837,92%
マルハン蒲田駅東店,2025/05/08,2093,Lパチスロ かぐや様は告らせたい,-200,7339,99.1%
マルハン蒲田駅東店,2025/05/08,2249,SアイムジャグラーＥＸ,-200,4149,98.4%
マルハン蒲田駅東店,2025/05/08,2136,マイジャグラーV,-200,3201,97.9%
マルハン蒲田駅東店,2025/05/08,2135,マイジャグラーV,-200,6980,99%
マルハン蒲田駅東店,2025/05/08,2325,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-200,7531,99.1%
マルハン蒲田駅東店,2025/05/08,2100,Lスマスロ北斗の拳,-200,1562,95.7%
マルハン蒲田駅東店,2025/05/08,2065,Lスマスロ北斗の拳,-200,2786,97.6%
マルハン蒲田駅東店,2025/05/08,2372,L真・一騎当千,-200,1486,95.5%
マルハン蒲田駅東店,2025/05/08,2181,L ToLOVEるダークネス,-200,1234,94.6%
マルハン蒲田駅東店,2025/05/08,2102,Lスマスロ北斗の拳,-200,4352,98.5%
マルハン蒲田駅東店,2025/05/08,2049,スマスロ ゴッドイーター リザレクション,-200,755,91.2%
マルハン蒲田駅東店,2025/05/08,2156,ジャグラーガールズSS,-300,2657,96.2%
マルハン蒲田駅東店,2025/05/08,2250,SアイムジャグラーＥＸ,-300,5951,98.3%
マルハン蒲田駅東店,2025/05/08,2005,スマスロ モンスターハンターライズ,-300,2284,95.6%
マルハン蒲田駅東店,2025/05/08,2177,L ToLOVEるダークネス,-300,714,86%
マルハン蒲田駅東店,2025/05/08,1632,Lパチスロ シン・エヴァンゲリオン,-300,1251,92%
マルハン蒲田駅東店,2025/05/08,2151,マイジャグラーV,-300,7206,98.6%
マルハン蒲田駅東店,2025/05/08,2319,キングハナハナ-30,-300,1399,92.9%
マルハン蒲田駅東店,2025/05/08,2296,ゴーゴージャグラー３,-300,666,85%
マルハン蒲田駅東店,2025/05/08,2111,Lパチスロ革命機ヴァルヴレイヴ,-300,3390,97.1%
マルハン蒲田駅東店,2025/05/08,2175,スマスロモンキーターンV,-300,5299,98.1%
マルハン蒲田駅東店,2025/05/08,2077,Lパチスロ かぐや様は告らせたい,-300,4485,97.8%
マルハン蒲田駅東店,2025/05/08,2166,スマスロモンキーターンV,-300,4666,97.9%
マルハン蒲田駅東店,2025/05/08,2126,マイジャグラーV,-300,3903,97.4%
マルハン蒲田駅東店,2025/05/08,2127,マイジャグラーV,-300,2798,96.4%
マルハン蒲田駅東店,2025/05/08,2235,ハッピージャグラーＶＩＩＩ,-300,2174,95.4%
マルハン蒲田駅東店,2025/05/08,2306,ゴーゴージャグラー３,-400,3528,96.2%
マルハン蒲田駅東店,2025/05/08,2152,マイジャグラーV,-400,3926,96.6%
マルハン蒲田駅東店,2025/05/08,2161,SアイムジャグラーＥＸ,-400,2658,95%
マルハン蒲田駅東店,2025/05/08,2160,ジャグラーガールズSS,-400,671,80.1%
マルハン蒲田駅東店,2025/05/08,2190,ファンキージャグラー２ＫＴ,-400,4815,97.2%
マルハン蒲田駅東店,2025/05/08,2373,L真・一騎当千,-400,318,58.1%
マルハン蒲田駅東店,2025/05/08,2074,Lスマスロ北斗の拳,-400,453,70.6%
マルハン蒲田駅東店,2025/05/08,2033,Lパチスロからくりサーカス,-400,866,84.6%
マルハン蒲田駅東店,2025/05/08,2021,Lパチスロからくりサーカス,-400,3688,96.4%
マルハン蒲田駅東店,2025/05/08,2294,SアイムジャグラーＥＸ,-500,6183,97.3%
マルハン蒲田駅東店,2025/05/08,2185,L戦国乙女４　戦乱に閃く炯眼の軍師,-500,1665,90%
マルハン蒲田駅東店,2025/05/08,2303,ゴーゴージャグラー３,-500,2852,94.2%
マルハン蒲田駅東店,2025/05/08,2153,マイジャグラーV,-500,4507,96.3%
マルハン蒲田駅東店,2025/05/08,2310,ゴーゴージャグラー３,-500,5513,97%
マルハン蒲田駅東店,2025/05/08,2066,Lスマスロ北斗の拳,-500,1530,89.1%
マルハン蒲田駅東店,2025/05/08,2154,ジャグラーガールズSS,-500,1849,91%
マルハン蒲田駅東店,2025/05/08,2019,Lゴジラ,-500,509,67.3%
マルハン蒲田駅東店,2025/05/08,2293,SアイムジャグラーＥＸ,-500,4169,96%
マルハン蒲田駅東店,2025/05/08,2110,Lパチスロ革命機ヴァルヴレイヴ,-500,1281,87%
マルハン蒲田駅東店,2025/05/08,2044,回胴黙示録カイジ 狂宴,-500,2467,93.2%
マルハン蒲田駅東店,2025/05/08,2133,マイジャグラーV,-500,5564,97%
マルハン蒲田駅東店,2025/05/08,2298,ゴーゴージャグラー３,-600,1818,89%
マルハン蒲田駅東店,2025/05/08,2295,SアイムジャグラーＥＸ,-600,4353,95.4%
マルハン蒲田駅東店,2025/05/08,2224,ハッピージャグラーＶＩＩＩ,-600,1000,80%
マルハン蒲田駅東店,2025/05/08,2223,ハッピージャグラーＶＩＩＩ,-600,3058,93.5%
マルハン蒲田駅東店,2025/05/08,2122,マイジャグラーV,-600,1294,84.5%
マルハン蒲田駅東店,2025/05/08,2231,ハッピージャグラーＶＩＩＩ,-600,1367,85.4%
マルハン蒲田駅東店,2025/05/08,2107,Lスマスロ北斗の拳,-600,1355,85.2%
マルハン蒲田駅東店,2025/05/08,2229,ハッピージャグラーＶＩＩＩ,-600,7035,97.2%
マルハン蒲田駅東店,2025/05/08,2104,Lスマスロ北斗の拳,-600,6187,96.8%
マルハン蒲田駅東店,2025/05/08,2270,沖ドキ！BLACK,-600,2754,92.7%
マルハン蒲田駅東店,2025/05/08,2363,パチスロ炎炎ノ消防隊,-600,3427,94.2%
マルハン蒲田駅東店,2025/05/08,2286,SアイムジャグラーＥＸ,-600,3574,94.4%
マルハン蒲田駅東店,2025/05/08,2124,マイジャグラーV,-600,2004,90%
マルハン蒲田駅東店,2025/05/08,2191,ファンキージャグラー２ＫＴ,-600,4973,96%
マルハン蒲田駅東店,2025/05/08,2132,マイジャグラーV,-600,6212,96.8%
マルハン蒲田駅東店,2025/05/08,2281,SアイムジャグラーＥＸ,-600,1285,84.4%
マルハン蒲田駅東店,2025/05/08,2073,Lスマスロ北斗の拳,-700,4281,94.5%
マルハン蒲田駅東店,2025/05/08,2349,スマスロ バイオハザード5,-700,712,67.2%
マルハン蒲田駅東店,2025/05/08,2259,チバリヨ2プラス,-700,2839,91.8%
マルハン蒲田駅東店,2025/05/08,2192,ファンキージャグラー２ＫＴ,-700,3748,93.8%
マルハン蒲田駅東店,2025/05/08,2032,Lパチスロからくりサーカス,-700,936,75.1%
マルハン蒲田駅東店,2025/05/08,2300,ゴーゴージャグラー３,-700,692,66.3%
マルハン蒲田駅東店,2025/05/08,2037,Lパチスロからくりサーカス,-700,4720,95.1%
マルハン蒲田駅東店,2025/05/08,2167,スマスロモンキーターンV,-700,6299,96.3%
マルハン蒲田駅東店,2025/05/08,2252,SアイムジャグラーＥＸ,-700,3229,92.8%
マルハン蒲田駅東店,2025/05/08,2043,回胴黙示録カイジ 狂宴,-700,3095,92.5%
マルハン蒲田駅東店,2025/05/08,2112,Lパチスロ革命機ヴァルヴレイヴ,-700,554,57.9%
マルハン蒲田駅東店,2025/05/08,2285,SアイムジャグラーＥＸ,-700,991,76.5%
マルハン蒲田駅東店,2025/05/08,2207,スマスロ アイドルマスター ミリオンライブ！ネクストプロローグ,-700,676,65.5%
マルハン蒲田駅東店,2025/05/08,2350,スマスロ バイオハザード5,-700,3648,93.6%
マルハン蒲田駅東店,2025/05/08,2244,SアイムジャグラーＥＸ,-700,3509,93.4%
マルハン蒲田駅東店,2025/05/08,2301,ゴーゴージャグラー３,-800,4740,94.4%
マルハン蒲田駅東店,2025/05/08,2113,Lパチスロ革命機ヴァルヴレイヴ,-800,558,52.2%
マルハン蒲田駅東店,2025/05/08,2199,ファンキージャグラー２ＫＴ,-800,1820,85.3%
マルハン蒲田駅東店,2025/05/08,2070,Lスマスロ北斗の拳,-800,2135,87.5%
マルハン蒲田駅東店,2025/05/08,2083,Lパチスロ かぐや様は告らせたい,-800,762,65%
マルハン蒲田駅東店,2025/05/08,2198,ファンキージャグラー２ＫＴ,-800,1785,85.1%
マルハン蒲田駅東店,2025/05/08,2359,Lルパン三世 大航海者の秘宝,-800,684,61%
マルハン蒲田駅東店,2025/05/08,2117,Lパチスロ革命機ヴァルヴレイヴ,-800,958,72.2%
マルハン蒲田駅東店,2025/05/08,1633,Lパチスロ シン・エヴァンゲリオン,-800,1457,81.7%
マルハン蒲田駅東店,2025/05/08,2307,ゴーゴージャグラー３,-800,1569,83%
マルハン蒲田駅東店,2025/05/08,2279,SアイムジャグラーＥＸ,-800,3581,92.6%
マルハン蒲田駅東店,2025/05/08,2233,ハッピージャグラーＶＩＩＩ,-900,1564,80.8%
マルハン蒲田駅東店,2025/05/08,2304,ゴーゴージャグラー３,-900,1370,78.1%
マルハン蒲田駅東店,2025/05/08,2046,スマスロ ゴッドイーター リザレクション,-900,2319,87.1%
マルハン蒲田駅東店,2025/05/08,2241,ウルトラミラクルジャグラー,-900,4750,93.7%
マルハン蒲田駅東店,2025/05/08,2228,ハッピージャグラーＶＩＩＩ,-900,1237,75.7%
マルハン蒲田駅東店,2025/05/08,2144,Lパチスロ革命機ヴァルヴレイヴ,-1000,735,54.6%
マルハン蒲田駅東店,2025/05/08,2013,スマスロ ゴッドイーター リザレクション,-1000,762,56.3%
マルハン蒲田駅東店,2025/05/08,2208,スマスロ アイドルマスター ミリオンライブ！ネクストプロローグ,-1000,1270,73.8%
マルハン蒲田駅東店,2025/05/08,2162,スマスロモンキーターンV,-1000,4022,91.7%
マルハン蒲田駅東店,2025/05/08,2080,Lパチスロ かぐや様は告らせたい,-1000,4510,92.6%
マルハン蒲田駅東店,2025/05/08,2271,沖ドキ！BLACK,-1000,6777,95.1%
マルハン蒲田駅東店,2025/05/08,2214,スマスロ ようこそ実力至上主義の教室へ,-1000,6164,94.6%
マルハン蒲田駅東店,2025/05/08,2045,スマスロ ゴッドイーター リザレクション,-1000,6530,94.9%
マルハン蒲田駅東店,2025/05/08,2006,スマスロ モンスターハンターライズ,-1000,2220,85%
マルハン蒲田駅東店,2025/05/08,1631,Lパチスロ シン・エヴァンゲリオン,-1000,956,65.1%
マルハン蒲田駅東店,2025/05/08,2318,キングハナハナ-30,-1000,4062,91.8%
マルハン蒲田駅東店,2025/05/08,2291,SアイムジャグラーＥＸ,-1000,1136,70.7%
マルハン蒲田駅東店,2025/05/08,2018,Lゴジラ,-1100,1398,73.8%
マルハン蒲田駅東店,2025/05/08,2368,パチスロ　甲鉄城のカバネリ,-1100,1198,69.4%
マルハン蒲田駅東店,2025/05/08,2313,キングハナハナ-30,-1100,1116,67.1%
マルハン蒲田駅東店,2025/05/08,2012,スマスロ モンスターハンターライズ,-1100,3421,89.3%
