ホール名,日付,台番号,機種名,差枚数,ゲーム数,出率
マルハン蒲田駅東店,2025/05/08,2209,スマスロ アイドルマスター ミリオンライブ！ネクストプロローグ,-1100,2171,83.1%
マルハン蒲田駅東店,2025/05/08,2200,ファンキージャグラー２ＫＴ,-1100,2885,87.3%
マルハン蒲田駅東店,2025/05/08,2009,スマスロ モンスターハンターライズ,-1100,2197,83.3%
マルハン蒲田駅東店,2025/05/08,2011,スマスロ モンスターハンターライズ,-1100,2430,84.9%
マルハン蒲田駅東店,2025/05/08,2292,SアイムジャグラーＥＸ,-1100,2917,87.4%
マルハン蒲田駅東店,2025/05/08,2082,Lパチスロ かぐや様は告らせたい,-1100,2996,87.8%
マルハン蒲田駅東店,2025/05/08,2341,L少女☆歌劇 レヴュースタァライト -The SLOT-,-1100,1702,78.5%
マルハン蒲田駅東店,2025/05/08,2211,L麻雀物語,-1100,6869,94.7%
マルハン蒲田駅東店,2025/05/08,2131,マイジャグラーV,-1200,3065,86.9%
マルハン蒲田駅東店,2025/05/08,2095,Lパチスロ かぐや様は告らせたい,-1200,6536,93.9%
マルハン蒲田駅東店,2025/05/08,2345,スマスロ バイオハザード5,-1200,1900,78.9%
マルハン蒲田駅東店,2025/05/08,2141,マイジャグラーV,-1200,2131,81.2%
マルハン蒲田駅東店,2025/05/08,2088,Lパチスロ かぐや様は告らせたい,-1200,5085,92.1%
マルハン蒲田駅東店,2025/05/08,2348,スマスロ バイオハザード5,-1200,1702,76.5%
マルハン蒲田駅東店,2025/05/08,2324,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-1200,6762,94.1%
マルハン蒲田駅東店,2025/05/08,2169,スマスロモンキーターンV,-1200,1447,72.4%
マルハン蒲田駅東店,2025/05/08,2079,Lパチスロ かぐや様は告らせたい,-1200,1283,68.8%
マルハン蒲田駅東店,2025/05/08,2302,ゴーゴージャグラー３,-1200,4273,90.6%
マルハン蒲田駅東店,2025/05/08,2075,Lスマスロ北斗の拳,-1300,4101,89.4%
マルハン蒲田駅東店,2025/05/08,2215,スマスロ ようこそ実力至上主義の教室へ,-1300,5042,91.4%
マルハン蒲田駅東店,2025/05/08,2106,Lスマスロ北斗の拳,-1300,3107,86.1%
マルハン蒲田駅東店,2025/05/08,2097,Lパチスロ かぐや様は告らせたい,-1300,3361,87.1%
マルハン蒲田駅東店,2025/05/08,2375,吉宗,-1300,5681,92.4%
マルハン蒲田駅東店,2025/05/08,2031,Lパチスロからくりサーカス,-1300,1449,70.1%
マルハン蒲田駅東店,2025/05/08,2299,ゴーゴージャグラー３,-1300,6262,93.1%
マルハン蒲田駅東店,2025/05/08,2165,スマスロモンキーターンV,-1300,3082,85.9%
マルハン蒲田駅東店,2025/05/08,2134,マイジャグラーV,-1300,3348,87.1%
マルハン蒲田駅東店,2025/05/08,2146,Lパチスロ革命機ヴァルヴレイヴ,-1400,1126,58.6%
マルハン蒲田駅東店,2025/05/08,2288,SアイムジャグラーＥＸ,-1400,4028,88.4%
マルハン蒲田駅東店,2025/05/08,2188,ファンキージャグラー２ＫＴ,-1400,2619,82.2%
マルハン蒲田駅東店,2025/05/08,2115,Lパチスロ革命機ヴァルヴレイヴ,-1400,2616,82.2%
マルハン蒲田駅東店,2025/05/08,2119,スーパービンゴネオ,-1400,2010,76.8%
マルハン蒲田駅東店,2025/05/08,2354,押忍！番長ＺＥＲＯ,-1400,2385,80.4%
マルハン蒲田駅東店,2025/05/08,2343,スマスロ バイオハザード5,-1400,1694,72.5%
マルハン蒲田駅東店,2025/05/08,2040,Lパチスロからくりサーカス,-1400,1271,63.3%
マルハン蒲田駅東店,2025/05/08,2202,ファンキージャグラー２ＫＴ,-1500,4380,88.6%
マルハン蒲田駅東店,2025/05/08,2173,スマスロモンキーターンV,-1500,2009,75.1%
マルハン蒲田駅東店,2025/05/08,2164,スマスロモンキーターンV,-1500,3335,85%
マルハン蒲田駅東店,2025/05/08,2026,Lパチスロからくりサーカス,-1500,2058,75.7%
マルハン蒲田駅東店,2025/05/08,2140,マイジャグラーV,-1600,5739,90.7%
マルハン蒲田駅東店,2025/05/08,2099,Lスマスロ北斗の拳,-1600,3507,84.8%
マルハン蒲田駅東店,2025/05/08,2089,Lパチスロ かぐや様は告らせたい,-1600,2279,76.6%
マルハン蒲田駅東店,2025/05/08,2245,SアイムジャグラーＥＸ,-1700,3934,85.6%
マルハン蒲田駅東店,2025/05/08,2203,L戦国乙女４　戦乱に閃く炯眼の軍師,-1700,1913,70.4%
マルハン蒲田駅東店,2025/05/08,2329,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-1700,1598,64.5%
マルハン蒲田駅東店,2025/05/08,2048,スマスロ ゴッドイーター リザレクション,-1800,2357,74.5%
マルハン蒲田駅東店,2025/05/08,2014,スマスロ ゴッドイーター リザレクション,-1800,1998,70%
マルハン蒲田駅東店,2025/05/08,2084,Lパチスロ かぐや様は告らせたい,-1800,3131,80.8%
マルハン蒲田駅東店,2025/05/08,2109,Lスマスロ北斗の拳,-1800,3071,80.5%
マルハン蒲田駅東店,2025/05/08,2218,L東京喰種,-1800,8608,93%
マルハン蒲田駅東店,2025/05/08,2180,L ToLOVEるダークネス,-1800,2779,78.4%
マルハン蒲田駅東店,2025/05/08,2078,Lパチスロ かぐや様は告らせたい,-1900,2999,78.9%
マルハン蒲田駅東店,2025/05/08,2076,Lスマスロ北斗の拳,-1900,5999,89.4%
マルハン蒲田駅東店,2025/05/08,2257,チバリヨ2プラス,-1900,3171,80%
マルハン蒲田駅東店,2025/05/08,2015,スマスロ ゴッドイーター リザレクション,-1900,2254,71.9%
マルハン蒲田駅東店,2025/05/08,2017,スマスロ ゴッドイーター リザレクション,-1900,1900,66.7%
マルハン蒲田駅東店,2025/05/08,2056,スマスロ スーパーブラックジャック,-2000,1808,63.1%
マルハン蒲田駅東店,2025/05/08,2323,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-2000,6418,89.6%
マルハン蒲田駅東店,2025/05/08,2091,Lパチスロ かぐや様は告らせたい,-2000,4050,83.5%
マルハン蒲田駅東店,2025/05/08,2030,Lパチスロからくりサーカス,-2100,2154,67.5%
マルハン蒲田駅東店,2025/05/08,2087,Lパチスロ かぐや様は告らせたい,-2100,4025,82.6%
マルハン蒲田駅東店,2025/05/08,2148,スマスロモンキーターンV,-2100,5243,86.6%
マルハン蒲田駅東店,2025/05/08,2054,スマスロ スーパーブラックジャック,-2100,1919,63.5%
マルハン蒲田駅東店,2025/05/08,2096,Lパチスロ かぐや様は告らせたい,-2200,3461,78.8%
マルハン蒲田駅東店,2025/05/08,2001,スマスロ モンスターハンターライズ,-2200,3135,76.6%
マルハン蒲田駅東店,2025/05/08,2051,スマスロ スーパーブラックジャック,-2200,1880,61%
マルハン蒲田駅東店,2025/05/08,2251,SアイムジャグラーＥＸ,-2300,4476,82.9%
マルハン蒲田駅東店,2025/05/08,2334,Lパチスロ 機動戦士ガンダムSEED,-2300,5334,85.6%
マルハン蒲田駅東店,2025/05/08,2344,スマスロ バイオハザード5,-2300,1803,57.5%
マルハン蒲田駅東店,2025/05/08,2262,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,-2300,7501,89.8%
マルハン蒲田駅東店,2025/05/08,2142,マイジャグラーV,-2400,5017,84.1%
マルハン蒲田駅東店,2025/05/08,2068,Lスマスロ北斗の拳,-2400,4330,81.5%
マルハン蒲田駅東店,2025/05/08,2338,Lパチスロ 機動戦士ガンダムSEED,-2400,4333,81.5%
マルハン蒲田駅東店,2025/05/08,2326,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-2500,8334,90%
マルハン蒲田駅東店,2025/05/08,2176,スマスロモンキーターンV,-2500,4067,79.5%
マルハン蒲田駅東店,2025/05/08,2210,L麻雀物語,-2600,1927,55%
マルハン蒲田駅東店,2025/05/08,2168,スマスロモンキーターンV,-2600,6177,86%
マルハン蒲田駅東店,2025/05/08,2263,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,-2700,6081,85.2%
マルハン蒲田駅東店,2025/05/08,2337,Lパチスロ 機動戦士ガンダムSEED,-3000,3536,71.7%
マルハン蒲田駅東店,2025/05/08,2038,Lパチスロからくりサーカス,-3100,2402,57%
マルハン蒲田駅東店,2025/05/08,2120,スーパービンゴネオ,-3100,2809,63.2%
マルハン蒲田駅東店,2025/05/08,2268,沖ドキ!ゴージャス 30Φ,-3100,6607,84.4%
マルハン蒲田駅東店,2025/05/08,2379,吉宗,-3300,5153,78.7%
マルハン蒲田駅東店,2025/05/08,2380,吉宗,-3400,6612,82.9%
マルハン蒲田駅東店,2025/05/08,2256,チバリヨ2プラス,-3400,4893,76.8%
マルハン蒲田駅東店,2025/05/08,2027,Lパチスロからくりサーカス,-3500,4194,72.2%
マルハン蒲田駅東店,2025/05/08,2374,吉宗,-3600,9313,87.1%
マルハン蒲田駅東店,2025/05/08,2333,Lパチスロ 機動戦士ガンダムSEED,-3700,4162,70.4%
マルハン蒲田駅東店,2025/05/08,2212,L麻雀物語,-3800,3424,63%
マルハン蒲田駅東店,2025/05/08,2275,沖ドキ！BLACK,-3800,6432,80.3%
マルハン蒲田駅東店,2025/05/08,2336,Lパチスロ 機動戦士ガンダムSEED,-4100,5058,73%
マルハン蒲田駅東店,2025/05/08,2221,L東京喰種,-4200,5687,75.4%
マルハン蒲田駅東店,2025/05/08,2010,スマスロ モンスターハンターライズ,-4200,4177,66.5%
マルハン蒲田駅東店,2025/05/08,2143,Lパチスロ革命機ヴァルヴレイヴ,-4500,5664,73.5%
マルハン蒲田駅東店,2025/05/08,2381,吉宗,-5000,7671,78.3%
マルハン蒲田駅東店,2025/05/08,2266,沖ドキ!ゴージャス 30Φ,-5200,7380,76.5%
マルハン蒲田駅東店,2025/05/08,2222,L東京喰種,-5300,5357,67%
マルハン蒲田駅東店,2025/05/08,2335,Lパチスロ 機動戦士ガンダムSEED,-7400,7850,68.6%
マルハン蒲田駅東店,2025/05/07,2323,Lルパン三世 大航海者の秘宝,14600,6829,171.3%
マルハン蒲田駅東店,2025/05/07,2182,L ToLOVEるダークネス,11900,8932,144.4%
マルハン蒲田駅東店,2025/05/07,2018,Lゴジラ,10800,7802,146.1%
マルハン蒲田駅東店,2025/05/07,2167,スマスロモンキーターンV,10000,9322,135.8%
マルハン蒲田駅東店,2025/05/07,2144,Lパチスロ革命機ヴァルヴレイヴ,9500,5703,155.5%
マルハン蒲田駅東店,2025/05/07,2002,スマスロ モンスターハンターライズ,8900,8209,136.1%
マルハン蒲田駅東店,2025/05/07,2116,Lパチスロ革命機ヴァルヴレイヴ,8700,4830,160%
マルハン蒲田駅東店,2025/05/07,2053,スマスロ スーパーブラックジャック,8700,4217,168.8%
マルハン蒲田駅東店,2025/05/07,2059,スマスロ スーパーブラックジャック,7500,5281,147.3%
マルハン蒲田駅東店,2025/05/07,2051,スマスロ スーパーブラックジャック,7400,4140,159.6%
マルハン蒲田駅東店,2025/05/07,2345,スマスロ バイオハザード5,7300,7792,131.2%
マルハン蒲田駅東店,2025/05/07,2050,スマスロ スーパーブラックジャック,7300,5479,144.4%
マルハン蒲田駅東店,2025/05/07,2028,Lパチスロからくりサーカス,6900,6655,134.6%
マルハン蒲田駅東店,2025/05/07,2013,スマスロ ゴッドイーター リザレクション,6700,5763,138.8%
マルハン蒲田駅東店,2025/05/07,2145,Lパチスロ革命機ヴァルヴレイヴ,6600,5252,141.9%
マルハン蒲田駅東店,2025/05/07,2010,スマスロ モンスターハンターライズ,6600,7631,128.8%
マルハン蒲田駅東店,2025/05/07,2372,スマスロ聖戦士ダンバイン,6500,2697,180.3%
マルハン蒲田駅東店,2025/05/07,2039,Lパチスロからくりサーカス,6400,5290,140.3%
マルハン蒲田駅東店,2025/05/07,2057,スマスロ スーパーブラックジャック,6100,4585,144.3%
マルハン蒲田駅東店,2025/05/07,2054,スマスロ スーパーブラックジャック,5900,3925,150.1%
マルハン蒲田駅東店,2025/05/07,2040,Lパチスロからくりサーカス,5700,7627,124.9%
マルハン蒲田駅東店,2025/05/07,2374,吉宗,5600,8060,123.2%
マルハン蒲田駅東店,2025/05/07,2147,スマスロモンキーターンV,5400,7625,123.6%
マルハン蒲田駅東店,2025/05/07,2084,Lパチスロ かぐや様は告らせたい,5300,7571,123.3%
マルハン蒲田駅東店,2025/05/07,2073,Lスマスロ北斗の拳,5200,6021,128.8%
マルハン蒲田駅東店,2025/05/07,2081,Lパチスロ かぐや様は告らせたい,5200,8712,119.9%
マルハン蒲田駅東店,2025/05/07,2052,スマスロ スーパーブラックジャック,5000,3998,141.7%
マルハン蒲田駅東店,2025/05/07,2099,Lスマスロ北斗の拳,4600,7990,119.2%
マルハン蒲田駅東店,2025/05/07,2014,スマスロ ゴッドイーター リザレクション,4600,4437,134.6%
マルハン蒲田駅東店,2025/05/07,2379,吉宗,4500,8085,118.6%
マルハン蒲田駅東店,2025/05/07,2109,Lスマスロ北斗の拳,4400,7360,119.9%
マルハン蒲田駅東店,2025/05/07,2020,Lゴジラ,4200,9378,114.9%
マルハン蒲田駅東店,2025/05/07,2216,L東京喰種,4200,7287,119.2%
マルハン蒲田駅東店,2025/05/07,2186,L戦国乙女４　戦乱に閃く炯眼の軍師,4000,7664,117.4%
マルハン蒲田駅東店,2025/05/07,2080,Lパチスロ かぐや様は告らせたい,4000,9135,114.6%
マルハン蒲田駅東店,2025/05/07,2041,Lパチスロからくりサーカス,3900,7794,116.7%
マルハン蒲田駅東店,2025/05/07,2193,ファンキージャグラー２ＫＴ,3900,8248,115.8%
マルハン蒲田駅東店,2025/05/07,2149,スマスロモンキーターンV,3800,8375,115.1%
マルハン蒲田駅東店,2025/05/07,2067,Lスマスロ北斗の拳,3800,9048,114%
マルハン蒲田駅東店,2025/05/07,2139,マイジャグラーV,3700,9093,113.6%
マルハン蒲田駅東店,2025/05/07,2078,Lパチスロ かぐや様は告らせたい,3700,7876,115.7%
マルハン蒲田駅東店,2025/05/07,2202,ファンキージャグラー２ＫＴ,3700,7520,116.4%
マルハン蒲田駅東店,2025/05/07,2047,スマスロ ゴッドイーター リザレクション,3500,5308,122%
マルハン蒲田駅東店,2025/05/07,2181,L ToLOVEるダークネス,3500,8571,113.6%
マルハン蒲田駅東店,2025/05/07,2030,Lパチスロからくりサーカス,3400,6113,118.5%
マルハン蒲田駅東店,2025/05/07,2121,マイジャグラーV,3400,8106,114%
マルハン蒲田駅東店,2025/05/07,2335,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,3300,6692,116.4%
マルハン蒲田駅東店,2025/05/07,2258,チバリヨ2プラス,3300,3938,127.9%
マルハン蒲田駅東店,2025/05/07,2137,マイジャグラーV,3100,7847,113.2%
マルハン蒲田駅東店,2025/05/07,2291,SアイムジャグラーＥＸ,3000,8508,111.8%
マルハン蒲田駅東店,2025/05/07,2005,スマスロ モンスターハンターライズ,3000,7740,112.9%
マルハン蒲田駅東店,2025/05/07,2124,マイジャグラーV,2900,9347,110.3%
マルハン蒲田駅東店,2025/05/07,2343,スマスロ バイオハザード5,2900,8145,111.9%
マルハン蒲田駅東店,2025/05/07,2313,キングハナハナ-30,2900,8819,111%
マルハン蒲田駅東店,2025/05/07,2267,沖ドキ!ゴージャス 30Φ,2800,4506,120.7%
マルハン蒲田駅東店,2025/05/07,2228,ハッピージャグラーＶＩＩＩ,2800,7587,112.3%
マルハン蒲田駅東店,2025/05/07,2321,Lルパン三世 大航海者の秘宝,2700,7637,111.8%
マルハン蒲田駅東店,2025/05/07,2075,Lスマスロ北斗の拳,2600,4798,118.1%
マルハン蒲田駅東店,2025/05/07,2082,Lパチスロ かぐや様は告らせたい,2600,7671,111.3%
マルハン蒲田駅東店,2025/05/07,2154,ジャグラーガールズSS,2600,7907,111%
マルハン蒲田駅東店,2025/05/07,2299,ゴーゴージャグラー３,2600,7683,111.3%
マルハン蒲田駅東店,2025/05/07,2062,Lスマスロ北斗の拳,2400,5472,114.6%
マルハン蒲田駅東店,2025/05/07,2309,ゴーゴージャグラー３,2300,8265,109.3%
マルハン蒲田駅東店,2025/05/07,2220,L東京喰種,2300,8123,109.4%
マルハン蒲田駅東店,2025/05/07,2085,Lパチスロ かぐや様は告らせたい,2200,8639,108.5%
マルハン蒲田駅東店,2025/05/07,2158,ジャグラーガールズSS,2100,8444,108.3%
マルハン蒲田駅東店,2025/05/07,2296,ゴーゴージャグラー３,2000,7008,109.5%
マルハン蒲田駅東店,2025/05/07,2134,マイジャグラーV,2000,9070,107.4%
マルハン蒲田駅東店,2025/05/07,2278,SアイムジャグラーＥＸ,2000,8578,107.8%
マルハン蒲田駅東店,2025/05/07,2176,スマスロモンキーターンV,1900,7027,109%
マルハン蒲田駅東店,2025/05/07,2161,SアイムジャグラーＥＸ,1900,8604,107.4%
マルハン蒲田駅東店,2025/05/07,2105,Lスマスロ北斗の拳,1900,5296,112%
マルハン蒲田駅東店,2025/05/07,2356,押忍！番長ＺＥＲＯ,1900,7383,108.6%
マルハン蒲田駅東店,2025/05/07,2253,SアイムジャグラーＥＸ,1800,7002,108.6%
マルハン蒲田駅東店,2025/05/07,2058,スマスロ スーパーブラックジャック,1800,5819,110.3%
マルハン蒲田駅東店,2025/05/07,2381,吉宗,1800,8454,107.1%
マルハン蒲田駅東店,2025/05/07,2237,ミスタージャグラー,1800,7105,108.4%
マルハン蒲田駅東店,2025/05/07,2087,Lパチスロ かぐや様は告らせたい,1700,8185,106.9%
マルハン蒲田駅東店,2025/05/07,2366,パチスロ　甲鉄城のカバネリ,1700,6693,108.5%
マルハン蒲田駅東店,2025/05/07,2009,スマスロ モンスターハンターライズ,1700,8237,106.9%
マルハン蒲田駅東店,2025/05/07,2150,スマスロモンキーターンV,1700,6134,109.2%
マルハン蒲田駅東店,2025/05/07,2319,キングハナハナ-30,1700,5318,110.7%
マルハン蒲田駅東店,2025/05/07,2224,ハッピージャグラーＶＩＩＩ,1700,7221,107.8%
